"start","end","survey_type","survey_id","survey_version","country","community","sex","boat_status","boat_power","boat_length","choice","package_nopackage","fishing_organization","punishment_severity","mpa","age","years_fishing","education","digits","gear_handline","gear_spear","gear_traps","gear_gillnet","gear_mobilenet","gear_statline","gear_buceo","gear_other","other_gear","fishtech_vhf","fishtech_fishfinder","fishtech_survcam","fishtech_catchapp","fishtech_gps","fishtech_vesseltrack","fishtech_other","fishtech_none","other_fishtech","enforcement_community_members","enforcement_village_leader","enforcement_village_gov","enforcement_provincial_gov","enforcement_national_gov","enforcement_none","enforcement_other","restriction_gear","restriction_size","restriction_season","restriction_spacial","restriction_quota","restriction_other","restriction_none","rank_one","rank_two","rank_three","rank_four","income_usd"
"2019-07-05 03:36:41","2019-07-05 03:49:42","data",3049,4,"IND","MAK","M","share_employee","yes",6,1,"package_chosen","no","none","no",55,40,"some_hs",0,0,0,0,0,0,0,0,1,"Jaring angkat",0,0,0,0,0,0,0,1,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,1,"weather","trash_pollutin","iuu","corruption",142
"2019-07-05 03:50:07","2019-07-05 03:57:14","data",3050,14,"IND","MAK","M","share_employee","yes",7,2,"package_chosen","yes","weak","no",41,20,"some_hs",0,0,0,0,1,0,0,0,0,"0",0,0,0,0,0,0,0,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"weather","corruption","trash_pollutin","corruption",142
"2019-07-05 03:54:35","2019-07-05 04:25:06","data",3051,4,"IND","MAK","M","share_employee","yes",7,1,"no_package","yes","none","no",65,50,"some_hs",0,0,0,0,1,0,0,0,0,"Jaring udang",0,0,0,0,0,0,0,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"weather","trash_pollutin","iuu","corruption",106
"2019-07-05 03:59:12","2019-07-05 04:10:01","data",3052,8,"IND","MAK","M","share_employee","yes",9,2,"package_chosen","no","weak","yes",30,15,"some_hs",0,0,0,0,1,0,0,0,0,"0",0,0,0,0,0,0,0,1,NA,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"trash_pollutin","weather","iuu","corruption",50
"2019-07-05 04:07:22","2019-07-05 04:25:37","data",3053,6,"IND","MAK","M","share_employee","yes",7,2,"package_chosen","yes","none","no",25,10,"some_hs",0,0,0,0,1,0,0,0,0,"Jaring udang",0,0,0,0,0,0,0,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"weather","trash_pollutin","iuu","corruption",106
"2019-07-05 04:17:58","2019-07-05 04:26:02","data",3054,2,"IND","MAK","M","share_employee","yes",7,1,"package_chosen","no","none","no",20,5,"some_hs",0,0,0,0,1,0,0,0,0,"Jaring udang",0,0,0,0,0,0,0,1,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,1,"weather","trash_pollutin","iuu","corruption",106
"2019-07-05 04:18:45","2019-07-05 04:30:59","data",3055,5,"IND","MAK","M","own","yes",11,2,"no_package","no","weak","yes",45,20,"hs",0,0,0,0,1,0,0,0,0,"0",0,0,0,0,0,0,0,1,NA,0,0,0,1,0,0,0,1,0,0,1,0,0,0,"weather","trash_pollutin","iuu","corruption",426
"2019-07-05 04:28:29","2019-07-05 04:35:53","data",3056,15,"IND","MAK","M","share_employee","yes",7,1,"package_chosen","no","none","no",36,25,"some_hs",0,0,0,0,1,0,0,0,1,"Jaring udang",0,0,0,0,0,0,0,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"weather","trash_pollutin","iuu","corruption",106
"2019-07-05 05:43:47","2019-07-05 05:51:58","data",3057,16,"IND","MAK","M","share_employee","yes",10,2,"package_chosen","no","weak","no",45,25,"some_hs",0,0,0,0,1,0,0,0,0,"0",0,0,0,0,0,0,0,1,NA,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"weather","trash_pollutin","iuu","corruption",178
"2019-07-05 05:59:05","2019-07-05 06:06:56","data",3058,16,"IND","MAK","M","share_employee","yes",12,1,"package_chosen","no","strong","no",38,25,"some_hs",0,0,0,0,0,1,0,0,0,"Purse seine",0,0,0,0,0,0,0,1,NA,0,0,0,1,1,0,0,1,0,0,0,0,0,0,"weather","trash_pollutin","iuu","corruption",178
"2019-07-05 05:53:02","2019-07-05 06:10:27","data",3059,12,"IND","MAK","M","own","yes",8,2,"no_package","no","weak","no",64,50,"no_formal",0,0,0,1,0,0,0,0,0,"0",0,0,0,0,0,0,0,1,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,1,"trash_pollutin","trash_pollutin","iuu","corruption",142
"2019-07-10 04:06:52","2019-07-10 07:35:42","data",4001,1,"IND","MNC","M","own","yes",17,2,"no_package","no","none","no",47,38,"edu_primary",0,0,0,0,0,1,0,0,0,"0",1,0,0,0,0,0,0,0,"Radio contact",0,0,0,0,0,0,1,1,1,0,0,0,0,0,"weather","trash_pollutin","corruption","iuu",355
"2019-07-10 06:44:54","2019-07-10 07:34:21","data",4002,2,"IND","MNC","M","share_employee","yes",17,1,"package_chosen","no","none","no",35,20,"edu_primary",0,0,0,0,0,1,0,0,0,"Purse seine",1,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,1,1,0,0,0,0,0,"weather","trash_pollutin","corruption","iuu",142
"2019-07-10 07:14:26","2019-07-10 07:33:02","data",4003,3,"IND","MNC","M","own","yes",15,2,"package_chosen","yes","strong","yes",36,10,"edu_secondary",0,0,0,0,0,1,0,0,0,"Purse seine",1,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,1,1,0,0,0,0,0,"weather","trash_pollutin","corruption","iuu",568
"2019-07-10 07:42:43","2019-07-10 07:54:35","data",4004,4,"IND","MNC","M","own","yes",17,1,"package_chosen","no","none","yes",27,7,"edu_secondary",0,0,0,0,0,1,0,0,0,"0",1,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"weather","trash_pollutin","iuu","corruption",142
"2019-07-10 07:55:12","2019-07-10 08:39:38","data",4005,5,"IND","MNC","M","share_employee","yes",17,2,"package_chosen","no","strong","yes",36,11,"edu_secondary",0,0,0,0,0,1,0,0,0,"Purse seine",1,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"weather","trash_pollutin","iuu","corruption",213
"2019-07-10 08:09:37","2019-07-10 08:18:41","data",4006,6,"IND","MNC","M","share_employee","yes",17,2,"package_chosen","no","strong","yes",40,12,"edu_secondary",0,0,0,0,0,1,0,0,0,"Purse seine",1,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"weather","trash_pollutin","iuu","corruption",178
"2019-07-10 08:18:50","2019-07-10 08:28:01","data",4007,7,"IND","MNC","M","share_employee","yes",17,1,"package_chosen","no","strong","yes",35,20,"edu_secondary",0,0,0,0,0,1,0,0,0,"Purse seine",1,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"weather","trash_pollutin","iuu","corruption",142
"2019-07-10 08:28:59","2019-07-10 08:37:34","data",4008,8,"IND","MNC","M","share_employee","yes",17,2,"package_chosen","no","strong","yes",17,2,"edu_secondary",0,0,0,0,0,1,0,0,0,"Purse seine",1,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"weather","trash_pollutin","iuu","corruption",142
"2019-07-10 08:42:07","2019-07-10 08:58:41","data",4009,9,"IND","MNC","M","share_employee","yes",17,1,"package_chosen","yes","strong","yes",45,35,"edu_primary",0,0,0,0,0,1,0,0,0,"Purse seine",1,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"weather","trash_pollutin","iuu","corruption",213
"2019-07-10 08:58:57","2019-07-10 09:12:33","data",4010,10,"IND","MNC","M","own","yes",17,2,"package_chosen","no","strong","yes",37,15,"edu_secondary",0,0,0,0,0,1,0,0,0,"Purse seine",1,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,1,1,0,1,0,0,0,"weather","trash_pollutin","iuu","corruption",426
"2019-07-11 03:06:39","2019-07-11 04:21:32","data",4011,11,"IND","MNC","M","share_employee","yes",17,1,"package_chosen","no","strong","yes",50,35,"edu_primary",0,0,0,0,1,0,0,0,0,"Gillnet",0,0,0,0,1,0,1,0,"GPS Garmin 10",0,0,0,0,1,0,0,1,0,0,1,0,0,0,"weather","trash_pollutin","iuu","corruption",178
"2019-07-11 03:26:40","2019-07-11 04:22:22","data",4012,12,"IND","MNC","M","own","yes",17,1,"package_chosen","no","strong","no",27,8,"edu_vocational",0,0,0,0,1,0,0,0,1,"Gillnet",0,0,0,0,1,0,1,0,"GPS garmin 10",0,0,0,0,1,0,0,1,0,0,0,0,0,0,"weather","trash_pollutin","iuu","corruption",355
"2019-07-11 03:45:20","2019-07-11 04:23:00","data",4013,13,"IND","MNC","M","share_employee","yes",17,2,"package_chosen","no","strong","no",46,35,"edu_primary",0,0,0,0,1,0,0,0,0,"Gillnet",0,0,0,0,1,0,0,0,"GPS garmin 10",0,0,0,1,1,0,0,1,0,0,0,0,0,0,"weather","iuu","trash_pollutin","corruption",142
"2019-07-11 03:58:25","2019-07-11 04:25:28","data",4014,14,"IND","MNC","M","own","yes",20,2,"package_chosen","no","strong","no",30,10,"edu_vocational",0,0,0,0,1,0,0,0,1,"Gillnet",0,0,0,0,1,0,0,0,"GPS garmin 10",0,0,0,1,1,0,0,1,0,0,0,0,0,0,"weather","iuu","trash_pollutin","corruption",355
"2019-07-11 04:05:53","2019-07-11 04:26:48","data",4015,15,"IND","MNC","M","own","yes",16,1,"package_chosen","no","strong","no",30,11,"edu_vocational",0,0,0,0,1,0,0,0,0,"Gillnet",0,0,0,0,1,0,1,0,"GPS garmin 1p",0,0,0,1,1,0,0,1,0,0,0,0,0,0,"weather","iuu","trash_pollutin","corruption",320
"2019-07-11 04:12:26","2019-07-11 04:28:28","data",4016,16,"IND","MNC","M","own","yes",16,1,"package_chosen","no","strong","no",36,20,"edu_vocational",0,0,0,0,1,0,0,0,0,"Gillnet",0,0,0,0,1,0,1,0,"GPS garmin 10",0,0,0,1,1,0,0,1,0,0,0,0,0,0,"corruption","weather","iuu","trash_pollutin",320
"2019-07-11 04:45:40","2019-07-11 05:00:35","data",4017,1,"IND","MNC","M","own","yes",11,2,"package_chosen","no","weak","no",37,10,"edu_primary",0,1,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,1,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"weather","iuu","trash_pollutin","corruption",106
"2019-07-11 05:01:20","2019-07-11 05:24:09","data",4018,2,"IND","MNC","M","share_employee","yes",6,1,"no_package","no","none","no",55,40,"edu_primary",0,0,0,0,0,0,0,0,1,"Jaring angkat",0,0,0,0,0,0,0,1,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,1,"weather","trash_pollutin","iuu","corruption",71
"2019-07-11 05:36:02","2019-07-11 05:50:47","data",4019,3,"IND","MNC","M","own","yes",6,2,"package_chosen","no","moderate","no",50,35,"edu_secondary",0,1,0,0,0,0,0,0,0,"0",1,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"weather","trash_pollutin","iuu","corruption",106
"2019-07-11 05:53:08","2019-07-11 06:04:25","data",4020,5,"IND","MNC","M","own","yes",6,2,"package_chosen","no","moderate","no",45,30,"edu_primary",0,1,0,0,0,0,0,0,0,"0",1,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"weather","trash_pollutin","iuu","corruption",106
"2019-07-11 06:04:38","2019-07-11 06:12:37","data",4021,6,"IND","MNC","M","own","yes",6,1,"package_chosen","no","none","no",40,20,"edu_primary",0,1,0,0,0,0,0,0,0,"0",1,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"weather","trash_pollutin","iuu","corruption",142
"2019-07-11 06:13:08","2019-07-11 06:18:39","data",4022,13,"IND","MNC","M","own","yes",6,2,"package_chosen","no","weak","no",41,25,"edu_primary",0,1,0,0,0,0,0,0,0,"0",1,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"weather","trash_pollutin","iuu","corruption",106
"2019-07-11 07:17:36","2019-07-11 07:25:26","data",4023,15,"IND","MNC","M","share_employee","yes",6,1,"package_chosen","no","weak","no",42,22,"edu_primary",0,1,0,0,0,0,0,0,0,"0",1,0,0,0,0,0,0,0,NA,0,0,0,1,1,0,0,1,0,0,0,0,0,0,"weather","trash_pollutin","iuu","corruption",106
"2019-08-30 16:23:13","2019-08-30 20:59:40","data",5001,7,"MEX","PSC","M","own","yes",8,1,"package_chosen","yes","weak","no",53,30,"other_edu",0,0,0,0,1,1,0,0,0,"0",1,1,0,1,0,1,1,0,"Sos",0,0,0,0,1,0,0,1,0,1,0,0,0,0,"corruption","iuu","weather","trash_pollutin",5200
"2019-08-31 01:29:13","2019-08-31 14:11:04","data",5002,6,"MEX","PSC","M","own","yes",7,2,"package_chosen","yes","moderate","no",59,42,"edu_primary",0,0,0,0,1,0,0,0,0,"0",1,1,0,0,1,0,0,0,"Compas. Boton de emergency",0,0,0,0,1,0,0,1,0,0,0,0,0,0,"iuu","trash_pollutin","corruption","weather",7800
"2019-09-02 22:10:15","2019-09-02 22:53:59","data",5003,8,"MEX","PSC","M","own","yes",8,1,"package_chosen","yes","moderate","no",33,15,"edu_uni",0,1,0,0,1,1,1,0,0,"0",1,1,0,0,1,1,1,0,"Zanahoria. Tracker jj cota ieto",0,0,0,0,1,0,0,1,0,1,0,0,0,0,"iuu","corruption","trash_pollutin","weather",2080
"2019-08-31 14:53:07","2019-08-31 16:49:32","data",5004,5,"MEX","PSC","M","own","yes",8,2,"package_chosen","yes","moderate","no",57,32,"edu_primary",0,1,0,0,1,1,0,1,1,"Buceo",1,1,0,0,0,1,0,1,"SOS.  Zanahoria",0,0,0,0,1,0,0,1,1,0,0,0,0,0,"corruption","iuu","trash_pollutin","weather",1300
"2019-08-31 17:02:11","2019-08-31 19:57:21","data",5005,8,"MEX","PSC","M","own","yes",7,2,"package_chosen","yes","moderate","no",39,28,"edu_primary",0,0,0,1,1,0,0,0,0,"0",1,1,0,0,1,1,1,0,"Zanahoria",1,0,0,0,0,0,0,1,1,1,0,0,0,0,"corruption","iuu","trash_pollutin","weather",780
"2019-08-31 20:03:51","2019-08-31 21:59:31","data",5006,9,"MEX","PSC","M","own","yes",8,1,"package_chosen","yes","none","no",58,45,"other_edu",0,1,0,1,1,1,1,0,0,"0",1,1,0,0,1,1,0,0,"Zanahoria",1,0,0,0,1,0,0,1,1,1,0,0,0,0,"iuu","corruption","weather","trash_pollutin",468
"2019-09-01 18:21:28","2019-09-01 19:17:39","data",5007,4,"MEX","PSC","M","own","yes",7,1,"package_chosen","yes","moderate","no",65,58,"edu_primary",0,1,0,1,1,1,1,0,1,"Suripera",1,1,0,0,1,1,1,0,"Zanahoria",0,0,0,0,1,0,1,1,1,1,0,0,0,0,"corruption","iuu","weather","trash_pollutin",5980
"2019-09-01 19:50:21","2019-09-01 20:27:00","data",5008,2,"MEX","PSC","M","own","yes",8,1,"package_chosen","yes","none","no",64,52,"edu_primary",0,1,0,1,0,0,1,0,0,"0",1,1,0,0,1,1,1,0,"Zanahoria",0,0,0,0,1,0,0,1,0,1,0,0,0,0,"iuu","trash_pollutin","weather","corruption",416
"2019-09-01 22:56:11","2019-09-01 23:38:54","data",5009,16,"MEX","PSC","M","share_collective","yes",8,2,"package_chosen","yes","weak","no",42,22,"edu_uni",0,1,0,1,1,1,0,0,0,"0",1,1,0,0,1,1,1,0,"Zanahoria en desuso",0,0,0,0,1,0,0,1,1,0,0,0,1,0,"iuu","corruption","trash_pollutin","weather",1300
"2019-09-02 17:02:31","2019-09-02 18:18:12","data",5010,11,"MEX","PSC","M","own","yes",8,1,"package_chosen","yes","none","no",42,30,"edu_primary",0,1,0,0,1,1,1,0,0,"0",1,1,0,0,1,1,1,0,"Zanahoris",0,0,0,0,1,0,0,1,1,1,0,0,0,0,"corruption","iuu","trash_pollutin","weather",1560
"2019-09-02 18:41:37","2019-09-02 19:30:14","data",5011,15,"MEX","PSC","M","own","yes",8,1,"package_chosen","yes","weak","no",47,26,"edu_secondary",0,0,0,0,1,0,0,1,1,"Buceo",1,1,0,0,1,1,1,0,"Apps de clima. Zanahoria ya no sirve, caduc<f3>.",0,0,0,0,1,0,0,1,0,1,0,0,0,0,"iuu","corruption","trash_pollutin","weather",832
"2019-09-02 19:38:41","2019-09-02 21:21:25","data",5012,13,"MEX","PSC","M","share_collective","yes",8,1,"package_chosen","yes","moderate","no",52,15,"edu_primary",0,0,0,0,1,1,0,0,0,"0",1,1,0,0,1,1,1,0,"Zanahoria",0,0,0,0,1,0,0,1,0,1,0,0,0,0,"iuu","weather","corruption","trash_pollutin",416
"2019-09-05 01:38:20","2019-09-05 01:52:10","data",5013,14,"MEX","PSC","M","share_employee","yes",8,2,"package_chosen","yes","moderate","no",26,10,"edu_secondary",0,1,0,0,1,0,0,0,0,"0",1,0,0,0,1,1,1,0,"Zanagoria no puesta",1,0,0,0,1,0,0,1,0,1,0,0,0,0,"corruption","trash_pollutin","weather","iuu",312
"2019-09-05 00:52:57","2019-09-05 01:14:26","data",5014,2,"MEX","PSC","M","share_employee","yes",7,1,"package_chosen","yes","weak","no",30,15,"edu_uni",0,1,0,1,1,1,0,0,0,"0",1,1,0,0,1,1,1,0,"Zanahoria e-tracker. Solo cuando 20 millas al menos",1,0,0,0,1,0,0,1,0,1,0,0,0,0,"iuu","corruption","trash_pollutin","weather",390
"2019-09-05 00:28:17","2019-09-05 00:47:50","data",5015,10,"MEX","PSC","M","own","yes",7,2,"package_chosen","yes","weak","no",48,35,"edu_secondary",0,1,0,1,1,1,1,0,0,"0",1,1,0,0,1,1,1,0,"Zanahoria",0,0,0,0,1,0,0,1,0,1,0,0,0,0,"trash_pollutin","corruption","iuu","weather",520
"2019-09-04 23:55:53","2019-09-05 00:25:26","data",5016,3,"MEX","PSC","M","own","yes",7,1,"package_chosen","no","weak","no",34,16,"other_edu",0,0,0,0,0,0,0,1,1,"Buceo con java",1,0,0,0,1,1,1,0,"Traker anteriormente. Zanahoria se descarga mucho.",0,0,0,0,1,0,0,0,1,1,0,0,1,0,"corruption","iuu","weather","trash_pollutin",2340
"2019-09-04 22:51:31","2019-09-04 23:16:00","data",5017,6,"MEX","PSC","M","share_collective","yes",7,2,"package_chosen","yes","weak","no",41,30,"edu_secondary",0,0,0,0,1,1,0,0,0,"0",1,1,0,0,1,1,1,0,"Zanahoria",0,0,0,0,1,0,0,1,0,1,0,0,0,0,"trash_pollutin","corruption","iuu","weather",1560
"2019-09-03 20:58:58","2019-09-03 21:33:49","data",5018,7,"MEX","PSC","M","share_collective","yes",8,1,"package_chosen","yes","moderate","no",50,25,"edu_secondary",0,0,0,0,0,1,0,0,1,"Red Magdalena 1 chango",1,1,0,0,1,1,1,0,"Zanahoria",0,0,0,0,1,0,0,1,0,1,0,0,0,0,"corruption","trash_pollutin","iuu","weather",520
"2019-09-03 22:35:00","2019-09-03 23:06:36","data",5019,2,"MEX","PSC","M","share_collective","yes",8,1,"package_chosen","yes","moderate","no",41,20,"edu_secondary",0,0,0,0,0,1,0,1,1,"Buceo",1,1,0,0,1,1,1,0,"Zanahoria no en uso",1,0,0,0,1,0,0,1,0,1,0,0,0,0,"corruption","trash_pollutin","iuu","weather",520
"2019-09-03 23:44:51","2019-09-04 00:08:42","data",5020,16,"MEX","PSC","M","share_collective","yes",7,2,"no_package","yes","moderate","no",47,20,"other_edu",0,1,0,0,1,1,0,0,0,"0",1,0,0,0,1,1,1,0,"Zanahoria",0,0,0,0,1,0,1,1,0,1,0,0,0,0,"trash_pollutin","iuu","corruption","weather",780
"2019-09-04 00:16:06","2019-09-04 00:34:44","data",5021,14,"MEX","PSC","M","share_employee","yes",8,2,"package_chosen","yes","weak","no",19,5,"other_edu",0,1,0,1,0,1,0,0,0,"0",1,1,0,0,1,0,0,0,NA,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"trash_pollutin","iuu","corruption","weather",624
"2019-09-03 23:06:59","2019-09-03 23:39:33","data",5023,3,"MEX","PSC","M","own","yes",8,2,"package_chosen","yes","moderate","no",48,30,"edu_secondary",0,1,0,1,1,1,0,0,0,"0",1,1,0,0,1,0,1,0,"Zaahoria no funciona",1,0,0,0,1,0,0,1,0,1,0,0,0,0,"corruption","iuu","trash_pollutin","weather",416
"2019-09-02 15:17:51","2019-09-02 15:51:39","data",5024,14,"MEX","PSC","M","own","yes",8,1,"no_package","yes","none","no",43,25,"other_edu",0,1,0,0,1,0,0,0,0,"0",1,1,0,0,1,1,1,0,"Zanahoria la pude a companero",1,0,0,0,1,0,0,1,0,1,0,0,0,0,"corruption","iuu","trash_pollutin","weather",364
"2019-09-04 00:34:48","2019-09-04 00:54:16","data",5025,13,"MEX","PSC","M","share_employee","yes",7,2,"package_chosen","yes","moderate","no",27,15,"edu_uni",0,1,0,0,1,1,1,0,0,"0",1,1,0,0,1,1,1,0,"Zanahoria",0,0,0,0,1,0,0,1,0,1,0,0,0,0,"corruption","iuu","trash_pollutin","weather",364
"2019-09-04 17:31:42","2019-09-04 18:38:24","data",5026,1,"MEX","PSC","M","own","yes",9,2,"package_chosen","yes","moderate","no",60,45,"edu_primary",0,1,0,1,0,1,0,0,0,"0",1,1,0,0,1,1,1,0,"Zanahoria",1,0,0,0,1,0,0,1,0,1,0,0,0,0,"trash_pollutin","corruption","iuu","weather",1560
"2019-09-04 19:30:01","2019-09-04 19:51:35","data",5027,4,"MEX","PSC","M","own","yes",7,1,"package_chosen","yes","moderate","yes",30,15,"edu_uni",0,1,0,1,0,1,0,0,0,"0",0,1,0,0,1,1,1,0,"Zanahoria. No usa pq no necesita en orilla",0,0,0,0,1,0,0,1,0,1,0,0,0,0,"iuu","corruption","trash_pollutin","weather",416
"2019-09-04 20:58:06","2019-09-04 21:20:13","data",5028,5,"MEX","PSC","M","own","yes",8,2,"package_chosen","yes","moderate","no",43,27,"edu_primary",0,0,0,1,0,1,0,0,0,"0",1,1,0,0,1,1,1,0,"Zanahoria. No usa por estorbo",1,0,0,0,1,0,0,1,0,1,0,0,0,0,"trash_pollutin","corruption","iuu","weather",780
"2019-09-04 21:31:51","2019-09-04 21:50:10","data",5029,9,"MEX","PSC","M","own","yes",8,1,"package_chosen","no","weak","no",21,6,"edu_secondary",0,1,0,0,1,1,1,0,0,"0",1,1,0,0,1,1,1,0,"Zanahoria",1,0,0,0,1,0,0,1,0,1,0,0,0,0,"corruption","iuu","weather","trash_pollutin",1040
"2019-09-04 22:00:24","2019-09-04 22:47:31","data",5030,11,"MEX","PSC","M","own","yes",8,1,"package_chosen","yes","none","no",50,30,"edu_primary",0,1,0,1,1,1,0,0,0,"0",1,1,0,0,1,1,1,0,"Zanahoria. Dejo de cargar",0,0,0,0,1,0,0,1,0,1,0,0,0,0,"trash_pollutin","iuu","corruption","weather",416
"2019-09-04 18:46:16","2019-09-04 19:29:09","data",5031,15,"MEX","PSC","M","own","no",7,1,"package_chosen","yes","moderate","no",63,20,"edu_no_formal",0,0,0,1,0,0,0,0,0,"0",0,1,0,0,1,1,1,0,"Zanahoria",0,0,0,0,1,0,0,1,1,0,0,0,0,0,"corruption","trash_pollutin","iuu","weather",312
"2019-09-05 16:13:47","2019-09-05 16:36:07","data",5032,12,"MEX","PSC","M","share_employee","yes",10,1,"no_package","yes","moderate","no",22,10,"edu_secondary",0,0,0,0,0,1,0,1,1,"Buceo",1,1,0,0,1,0,1,0,"Luces",1,0,0,0,1,0,0,1,0,1,0,0,0,0,"weather","trash_pollutin","iuu","corruption",780
"2019-09-05 18:47:18","2019-09-05 19:16:34","data",5033,12,"MEX","PSC","M","own","yes",6,1,"package_chosen","no","weak","no",45,35,"edu_primary",0,1,0,0,1,1,0,0,0,"0",0,0,0,0,1,1,1,0,"Zanahoria",0,0,0,0,1,0,0,1,0,1,0,0,0,0,"trash_pollutin","corruption","iuu","weather",624
"2019-09-05 19:20:10","2019-09-05 19:57:43","data",5034,8,"MEX","PSC","F","own","yes",8,2,"package_chosen","yes","moderate","no",63,42,"edu_primary",0,0,0,0,1,0,0,0,1,"Chinchorro",0,0,0,0,1,0,0,0,NA,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"corruption","trash_pollutin","iuu","weather",520
"2019-09-05 19:57:46","2019-09-05 20:22:19","data",5035,1,"MEX","PSC","M","own","yes",8,2,"package_chosen","yes","strong","no",44,23,"edu_secondary",0,1,0,1,1,1,1,0,0,"0",1,1,0,0,1,1,1,0,"Zanahoria no la usa",0,0,0,0,1,0,0,1,0,1,0,0,0,0,"iuu","weather","trash_pollutin","corruption",1404
"2019-09-05 20:23:25","2019-09-05 22:38:07","data",5036,6,"MEX","PSC","M","own","yes",7,2,"no_package","no","moderate","no",31,15,"edu_secondary",0,1,1,1,1,1,1,1,1,"Buceo",0,0,0,0,1,0,0,0,NA,0,0,0,0,1,0,0,1,1,0,0,0,0,0,"iuu","corruption","trash_pollutin","weather",780
"2019-09-05 23:16:47","2019-09-06 00:36:14","data",5037,7,"MEX","PSC","M","own","yes",7,1,"package_chosen","no","weak","no",36,19,"edu_no_formal",0,1,0,1,1,0,0,1,1,"Buceo",1,1,0,0,1,1,1,0,"Zanahoria",0,0,0,0,1,0,0,1,0,1,0,0,0,0,"corruption","trash_pollutin","iuu","weather",1560
